gene_name	chromosome	start	end	length
LRRC9	14	59919713	60066817	147105
	6	3904920	3912072	7153
LINC01012	6	27694026	27713706	19681
NDST1	5	150485818	150558211	72394
	2	96527940	96532306	4367
KRT14	17	41582279	41586895	4617
ARID5A	2	96536743	96552634	15892
APOOP2	3	87594838	87595376	539
VPS29	12	110491083	110502111	11029
POU1F1	3	87259404	87276584	17181
PLIN4	19	4502192	4518486	16295
	6	20400741	20401503	763
LINC01010	6	134343307	134504581	161275
BICRA	19	47608196	47703277	95082
KRT16	17	41609778	41615899	6122
	6	97283303	98400869	1117567
LRGUK	7	134127299	134264595	137297
	17	41665566	41668031	2466
EIF1	17	41688885	41692668	3784
	12	110496352	110496421	70
	12	110501614	110503441	1828
	3	125766516	125852936	86421
	3	125766601	125766818	218
RAD9B	12	110501655	110533556	31902
	3	125774714	125797953	23240
RPS24P9	3	125787888	125788146	259
KATNIP	16	27550133	27780344	230212
MIR548I1	3	125790404	125790552	149
RPS3AP14	3	125795106	125795885	780
	3	125799887	125800616	730
LRFN3	19	35935358	35946624	11267
SNRPCP11	3	125816082	125816286	205
LINC02614	3	125827238	125916384	89147
RPS3AP22	5	88381957	88382725	769
RNF130	5	179911651	180072113	160463
	19	35947115	35959192	12078
	19	35957121	35957382	262
	19	35960512	35964063	3552
KANSL3	2	96593170	96642787	49618
SDHAF1	19	35995188	35996312	1125
SYNE4	19	36003307	36008813	5507
	11	75260127	75261025	899
KRT35	17	41476710	41481151	4442
	11	75260129	75262466	2338
	11	75264289	75265170	882
MIER1	1	66924895	66988619	63725
ENPP7P4	3	125848223	125909372	61150
KLHL35	11	75422394	75433203	10810
PCNX4-DT	14	59969116	60091783	122668
CCDC92B	17	2720801	2749652	28852
	3	125907765	125916360	8596
	14	36180939	36181654	716
	7	134284500	134286055	1556
	14	36213200	36235608	22409
RPL38	17	74203582	74210655	7074
SLC35B4	7	134289332	134316930	27599
FBRSL1P1	3	125958556	125958817	262
RN7SKP21	14	36231555	36231774	220
PTCSC3	14	36130677	36217284	86608
ROPN1B	3	125969160	125983454	14295
DEGS2	14	100143957	100159645	15689
	14	103121282	103121644	363
EIF5	14	103333544	103345025	11482
	9	39814025	40106661	292637
	19	36008638	36014235	5598
	9	13738537	13739620	1084
	9	13738570	13744191	5622
FAM74A6	9	60929927	60930407	481
FAM74A6	9	60929774	60936746	6973
CDON	11	125955796	126063335	107540
PTGER4P2	9	62843919	62844170	252
	9	62838824	62844276	5453
FAM74A4	9	61205561	61206029	469
POU2F2	19	42086110	42196585	110476
FAM74A4	9	61205258	61212373	7116
ADGRF5P1	9	62860873	62862007	1135
	7	134346071	134350791	4721
	9	62861382	62864957	3576
	7	25831335	25831909	575
	9	60927098	60927491	394
MIR148A	7	25949919	25949986	68
	9	60918581	60927822	9242
LINC00574	6	169790037	169802873	12837
	9	137776539	137789235	12697
LINC02542	6	81844602	82169391	324790
RPL12P25	9	477856	478349	494
	9	477750	478423	674
HNRNPA2B1	7	26171151	26201529	30379
	9	39368377	39368701	325
	16	27643199	27644663	1465
	16	27678940	27718806	39867
	9	39359890	39369105	9216
	9	96725890	96727243	1354
	9	96726730	96727469	740
	6	170166228	170262733	96506
PTENP1	9	33675437	33676651	1215
PTENP1	9	33673504	33677499	3996
	16	27687182	27687522	341
MGC16275	17	74209980	74213342	3363
Y_RNA	16	27722284	27722392	109
GAS2L1P2	9	97076246	97077601	1356
RNU6-159P	16	27863251	27863356	106
GAS2L1P2	9	97075671	97081945	6275
RNU6-1241P	16	27998295	27998401	107
GFER	16	1984193	1987749	3557
MAP1LC3BP1	9	19460926	19461304	379
HULC	6	8435568	9294133	858566
	9	19461160	19464524	3365
	9	65222880	65223260	381
TTYH2	17	74213571	74262020	48450
	9	65219987	65230861	10875
	3	126056923	126058228	1306
	5	147886086	147886878	793
ARPC1AP1	3	121356991	121357940	950
	3	121394772	121431198	36427
	5	142732704	142737461	4758
GXYLT1P4	9	66026528	66027719	1192
	5	158464465	158464678	214
POLQ	3	121431431	121545988	114558
	9	66022661	66026675	4015
	5	9498401	9498775	375
OXCT1-AS1	5	41869927	41872241	2315
	9	42974855	42976043	1189
	9	42975002	43045120	70119
LINC02234	5	97840912	97923497	82586
	16	47299447	47317814	18368
TOPORSLP	9	104275298	104277399	2102
	9	104270228	104286955	16728
Y_RNA	16	47313027	47313121	95
5S_rRNA	16	47450347	47450461	115
RNA5SP425	16	47505432	47505543	112
	16	47529190	47529916	727
IL4	5	132673986	132682678	8693
	9	94148002	94157214	9213
	16	47561307	47562480	1174
CUTALP	9	120847294	120851339	4046
EIF4BP5	16	47565090	47566884	1795
NDUFA5P11	16	47598654	47598996	343
CUTALP	9	120824828	120854385	29558
	16	47760780	47760921	142
	16	85697335	85697868	534
	16	85699820	85711186	11367
MIR1910	16	85741621	85741700	80
	16	85743287	85744225	939
EMC8	16	85771758	85799608	27851
RPL7AP11	3	121494110	121494908	799
ARGFX	3	121567949	121590622	22674
PPTC7	12	110533245	110583318	50074
FBXO40	3	121593379	121630295	36917
PHF2	9	93576584	93679587	103004
SRGAP3-AS4	3	9249742	9257507	7766
	3	9292588	9363303	70716
RN7SL387P	12	110625645	110625917	273
HVCN1	12	110627841	110704950	77110
PGAM1P4	3	9348443	9349192	750
	5	41868975	41880210	11236
THUMPD3	3	9362971	9386791	23821
RPL13AP13	5	53206561	53207176	616
LINC02143	5	164448161	164467879	19719
NDST1-AS1	5	150475531	150485968	10438
	5	173757562	173773164	15603
HSPA8P4	5	130140031	130141950	1920
	5	54857272	54858491	1220
RNU1-103P	16	85781775	85781899	125
	16	85784382	85787617	3236
	5	180416949	180443240	26292
	16	85792415	85792933	519
	5	155087430	155199252	111823
COX4I1	16	85798633	85807068	8436
RASGEF1C	5	180100795	180209211	108417
	17	74256896	74262020	5125
DNAI2	17	74274234	74314884	40651
	14	103334237	103335932	1696
CARMIL3	14	24052009	24069729	17721
COL15A1	9	98943179	99070787	127609
	6	90376124	90377039	916
PPP1CC	12	110719680	110742939	23260
GMDS-DT	6	2245718	2525976	280259
CTSB	8	11842524	11869533	27010
LHFPL4	3	9498361	9553822	55462
	16	85814425	85815062	638
	16	85815873	85816536	664
	16	85846309	85848138	1830
	16	85859521	85862012	2492
DUSP5P2	3	9600748	9602728	1981
IRF8	16	85899116	85922606	23491
RASSF1	3	50329782	50340980	11199
C9orf152	9	110190048	110208159	18112
	14	24195709	24196391	683
	17	74307210	74309790	2581
	14	105865829	105866216	388
FAM30A	14	105879976	105932642	52667
KIF19	17	74326210	74355820	29611
TXN	9	110243810	110256507	12698
LINC01020	5	4987789	5070314	82526
RPL36AP37	11	16974693	16975013	321
RPS13	11	17074388	17077715	3328
IGHD3-10	14	105904497	105904527	31
IGHD3-9	14	105904681	105904711	31
	14	105904997	105905491	495
ADAM6	14	105969729	105972269	2541
	14	20437701	20443812	6112
TXNDC8	9	110303476	110337891	34416
DACT1	14	58633967	58648321	14355
	5	179939457	179940132	676
ZFP2	5	178895898	178933212	37315
MIR6774	16	85918347	85918416	70
	16	85924984	85948824	23841
	12	110744549	110746206	1658
	12	110831779	110845963	14185
LINC02132	16	85935276	85936223	948
RPL29P25	12	110841538	110842387	850
	16	85963328	85985386	22059
	16	85981750	85984881	3132
	16	85986764	85995899	9136
	16	86035627	86036419	793
SNORD14A	11	17074654	17074744	91
	16	86081409	86089526	8118
SNORD14B	11	17075779	17075868	90
RNU6-593P	11	17115652	17115763	112
	16	86158206	86158798	593
RPL34P24	11	17137976	17138265	290
	16	86192793	86198913	6121
FER1L5	2	96642737	96704887	62151
PIK3C2A	11	17077730	17207986	130257
LINC01082	16	86195954	86199937	3984
TCTN1	12	110614027	110663431	49405
LAT	16	28984826	28990784	5959
SEMA5A-AS1	5	9511333	9518086	6754
	6	14660285	15090170	429886
DIO3	14	101560139	101563452	3314
RNU6-1039P	9	110369592	110369698	107
MIR4665	9	6007826	6007904	79
	5	147887112	147887704	593
RANBP6	9	6011025	6015625	4601
	5	73778039	73786491	8453
	14	96592399	96605976	13578
ARL2BPP4	5	130529419	130529889	471
	5	164601002	164601452	451
INTS6P1	5	39718984	39721513	2530
BTBD17	17	74356416	74361868	5453
ECSCR	5	139448560	139462743	14184
LINC02532	6	106705328	106788148	82821
	9	6047360	6066714	19355
OR1B1	9	122628125	122657627	29503
	9	130713626	130713724	99
DEFB131C	8	12043506	12049625	6120
RNA5SP448	17	74417594	74417704	111
DEFB130B	8	12064389	12071747	7359
	17	21773754	21783465	9712
	17	22056587	22056755	169
NCOR1P2	17	22061961	22070538	8578
STXBP1	9	127579370	127696027	116658
FAM86B1	8	12182096	12194133	12038
FTLP13	17	22221221	22221605	385
SLC45A1	1	8318114	8344167	26054
LINC02002	17	22233926	22266392	32467
	17	22266395	22288301	21907
VRK1	14	96797304	96954846	157543
C1QTNF2	5	160347754	160370641	22888
	17	22277867	22279289	1423
FAM27E5	17	22298691	22299893	1203
	17	22331597	22332410	814
	17	78897264	78900152	2889
	17	78903263	78905024	1762
KIF17	1	20664014	20718017	54004
MCF2L2	3	183178041	183428778	250738
LINC02121	5	5069192	5078311	9120
LMAN2L	2	96705929	96740064	34136
LGALS3BP	17	78971238	78979947	8710
GALNT10	5	154190730	154420984	230255
DNAJC4	11	64230278	64234286	4009
	6	119349886	119689173	339288
	6	23344699	23584313	239615
	6	76774966	77097788	322823
	6	13614101	13615190	1090
	6	117658838	117675332	16495
	6	104941624	104942172	549
UFL1-AS1	6	96199840	96521728	321889
	6	154510770	154522307	11538
	6	28335662	28335828	167
	6	6692741	6801186	108446
	14	97180522	97219421	38900
	6	6710477	6713976	3500
	5	54878238	54878588	351
	6	5031756	5054423	22668
	5	5046796	5049497	2702
	6	42980542	42984303	3762
CNNM4	2	96760902	96811874	50973
MTCYBP37	5	8619178	8620310	1133
	6	128520728	128521180	453
LINC03002	6	134520163	134689399	169237
	5	29105568	29106861	1294
TMEM174	5	73173193	73175143	1951
TEDC1	14	105489855	105499575	9721
MED19	11	57703710	57712221	8512
RPS15AP18	5	179933805	179934196	392
Y_RNA	5	2184710	2184820	111
FAM135B	8	138130023	138497261	367239
RN7SKP73	5	5126046	5126337	292
MIR4458	5	8460925	8460999	75
RNU1-76P	5	7980146	7980304	159
Metazoa_SRP	5	7239781	7240018	238
SNORD123	5	9548836	9548905	70
RNA5SP177	5	9760907	9761013	107
RNA5SP176	5	7047227	7047336	110
LINC02941	6	139976352	140093724	117373
MIR4636	5	9053816	9053895	80
MIR887	5	15935182	15935260	79
RNU6-679P	5	12297399	12297504	106
RN7SKP133	5	17345616	17345955	340
U8	5	15110786	15110920	135
RNA5SP179	5	16853994	16854114	121
RNA5SP178	5	16033229	16033356	128
RNU6-660P	5	16941843	16941951	109
Metazoa_SRP	5	18958147	18958413	267
RN7SL58P	5	18547312	18547605	294
RNA5SP180	5	17156971	17157071	101
RNU6-1003P	5	17240611	17240715	105
SNORD81	5	18236123	18236196	74
MIR3127	2	96798278	96798353	76
Y_RNA	5	17117576	17117686	111
CNNM3-DT	2	96812239	96813657	1419
Metazoa_SRP	5	24449351	24449615	265
	5	23972188	23972294	107
Y_RNA	5	23994502	23994603	102
CNNM3	2	96816245	96835382	19138
RNU4-43P	5	26012889	26013025	137
Y_RNA	5	23299155	23299262	108
RNU6-374P	5	25701217	25701324	108
Y_RNA	5	24910594	24910695	102
TTC36-AS1	11	118510273	118531094	20822
	6	100881450	100882993	1544
RN7SKP207	5	29948828	29949130	303
	5	29070496	29070610	115
RNU6-1079P	5	32234766	32234875	110
RNU6-378P	5	32309662	32309768	107
	6	28335995	28337030	1036
MIR579	5	32394378	32394475	98
SNORD29	5	24811481	24811548	68
AFDN-DT	6	167822103	167826833	4731
Y_RNA	5	32134738	32134834	97
RNU6-358P	5	31820564	31820638	75
RNU6-760P	5	31832439	31832535	97
MIR4279	5	31936102	31936159	58
RNU6-909P	5	28624657	28624763	107
RNU6-1190P	5	37619985	37620088	104
RNU6-484P	5	37700331	37700437	107
U3	5	35429064	35429277	214
TTC36	11	118527472	118531197	3726
MIR3650	5	38557502	38557561	60
RNU7-130P	5	35632963	35633024	62
SNORA63	5	40654963	40655094	132
RNU1-150P	5	40269558	40269719	162
RNU6-480P	5	51055353	51055459	107
RNU6-1296P	5	51167541	51167647	107
	6	27757416	27763269	5854
Y_RNA	5	41963868	41963969	102
UCHL5	1	193012250	193060080	47831
RN7SL383P	5	44716193	44716486	294
RNU6-272P	5	53912020	53912123	104
MIR581	5	53951504	53951599	96
RN7SL801P	5	54048007	54048308	302
CANT1	17	78991716	79009867	18152
	5	54075518	54075583	66
RNU6-381P	5	44066624	44066731	108
RNA5SP185	5	56260333	56260446	114
	6	35764401	35764503	103
RNA5SP182	5	51886688	51886769	82
	6	152983331	152991322	7992
RNU6ATAC2P	5	56297564	56297689	126
Y_RNA	5	55040847	55040945	99
MIR449A	5	55170532	55170622	91
MIR449B	5	55170646	55170742	97
MIR449C	5	55172262	55172353	92
Y_RNA	5	57169108	57169209	102
RNU6-299P	5	56125671	56125770	100
RNA5SP184	5	56146739	56146846	108
	6	121619478	121625953	6476
MIR5687	5	55508850	55508926	77
Y_RNA	5	65123369	65123474	106
TMEM25	11	118531041	118547280	16240
FARS2-AS1	6	5451683	5458075	6393
RN7SL169P	5	64539504	64539792	289
RNU6-294P	5	64573569	64573670	102
RNU6-540P	5	65604661	65604761	101
RNU6-913P	5	61664145	61664239	95
MIR4803	5	72169467	72169540	74
MAP3K5-AS2	6	136784045	136786402	2358
RNU7-196P	5	73828012	73828073	62
RN7SL814P	5	74317986	74318285	300
	6	43990798	43999561	8764
	5	80306235	80306368	134
RNU4-11P	5	83803554	83803685	132
TRAF3IP2-AS1	6	111483459	111598783	115325
RN7SL378P	5	82078427	82078724	298
RN7SKP295	5	83685866	83686018	153
RNU6-620P	5	83703448	83703543	96
MEFV	16	3242027	3256633	14607
SCARNA18	5	83064204	83064337	134
MIR3660	5	90016621	90016720	100
RN7SKP34	5	87102603	87102846	244
MIR4280	5	87114879	87114954	76
RNU6-448P	5	84196883	84196989	107
RNU6-804P	5	86663144	86663250	107
RNY3P1	5	79170234	79170335	102
MIR3977	5	82840155	82840224	70
	5	79220942	79221073	132
RNU6-211P	5	80365726	80365832	107
SNORD138	5	86620497	86620575	79
RNA5SP187	5	88274258	88274376	119
SNORA70	5	88382772	88382907	136
	5	91844022	91844116	95
RN7SL802P	5	101581830	101582128	299
ANKRD23	2	96824526	96857934	33409
MIR548P	5	100816482	100816565	84
RNU6-1119P	5	100153672	100153779	108
Metazoa_SRP	5	91314716	91314997	282
RN7SKP62	5	100733058	100733386	329
Y_RNA	5	100021804	100021906	103
RN7SKP68	5	102302504	102302810	307
RNU4-90P	5	91270727	91270867	141
Y_RNA	5	108891437	108891546	110
MIR583	5	96079138	96079212	75
RNU6-524P	5	96210121	96210227	107
ALKBH6	19	36009120	36014239	5120
RNU6-47P	5	109014834	109014940	107
RN7SKP230	5	109699500	109699834	335
RN7SKP57	5	111719769	111720061	293
RNA5SP188	5	102131007	102131135	129
RNU1-140P	5	104098874	104099038	165
RN7SL255P	5	104260531	104260826	296
RNU6-334P	5	104780288	104780389	102
RNU6-644P	5	116188455	116188552	98
	6	24936045	24950493	14449
MIR1244-2	5	118974586	118974670	85
RN7SL711P	5	123070782	123071080	299
RN7SL174P	5	119306343	119306631	289
SCAT8	6	63805797	63822699	16903
MIR548F3	5	110513829	110513915	87
SNORA13	5	112161485	112161617	133
RNU6-752P	5	126755316	126755417	102
	6	28476650	28489505	12856
	5	110684794	110684927	134
RNU6-373P	5	119007571	119007668	98
RNU6-701P	5	119138859	119138965	107
	6	4341751	4347162	5412
MIR5706	5	119154637	119154716	80
RN7SKP117	5	125350868	125351131	264
RNU7-53P	5	130386621	130386680	60
RNU6-718P	5	120337549	120337653	105
RNA5SP189	5	105922994	105923108	115
IFRD2	3	50287732	50292918	5187
MIR4460	5	129397062	129397147	86
RN7SL689P	5	123022487	123022783	297
RNU6-290P	5	126553302	126553402	101
ADGRB3-DT	6	68627879	68635169	7291
RNU4-69P	5	120710698	120710840	143
RNU6ATAC10P	5	129974891	129975001	111
ZFAT	8	134477788	134713049	235262
RNA5SP191	5	130114409	130114510	102
	5	131440031	131440196	166
	5	106546665	106546803	139
Y_RNA	5	132993099	132993200	102
RNU6-236P	5	139717985	139718090	106
RNU7-34P	5	118758211	118758274	64
MIR5197	5	143679860	143679971	112
RN7SL87P	5	144140879	144141166	288
RN7SKP246	5	144535354	144535670	317
RNU7-156P	5	143542514	143542587	74
U3	5	149695748	149695959	212
	5	142317830	142317920	91
	5	142318047	142318167	121
RNU6-588P	5	149606637	149606741	105
RNU6-390P	5	157579497	157579599	103
RN7SL655P	5	154349428	154349725	298
C1QTNF1	17	79022814	79049788	26975
MIR378A	5	149732825	149732890	66
MIR3142	5	160474402	160474483	82
MIR146A	5	160485352	160485450	99
RNA5SP194	5	139012329	139012441	113
RNU6-164P	5	162477891	162477993	103
RNU1-88P	6	36639545	36639672	128
RNU6-260P	5	157809098	157809204	107
Y_RNA	6	36672838	36672944	107
RN7SL868P	5	149722070	149722372	303
PANDAR	6	36673621	36675126	1506
MIR1294	5	154347106	154347247	142
LAP3P2	6	36673817	36675270	1454
Y_RNA	5	132945342	132945454	113
	6	36841430	36844427	2998
RN7SKP60	5	165609441	165609679	239
	5	172252334	172252478	145
RNU2-48P	5	157976766	157976956	191
RNU6-500P	5	173362134	173362240	107
RNA5SP200	5	173292517	173292619	103
MIR4634	5	174751734	174751787	54
CPNE5	6	36740775	36839444	98670
ANKRD39	2	96836611	96858016	21406
Y_RNA	5	173254190	173254290	101
RNU6-209P	5	164935162	164935268	107
MIR8056	5	173347455	173347536	82
RNU6-168P	5	163796065	163796165	101
MIR5003	5	172662165	172662263	99
RNU1-17P	5	180729586	180729737	152
MIR8089	5	181043403	181043484	82
RNU6-525P	5	180444509	180444612	104
Y_RNA	5	180909838	180909927	90
MIR340	5	180015303	180015397	95
RNU6-1036P	5	181007281	181007384	104
SLC34A1	5	177379235	177398848	19614
SEMA4C	2	96859718	96870757	11040
ENGASE	17	79074824	79088599	13776
	6	149112009	149112672	664
	6	149140235	149161931	21697
	6	149217926	149245554	27629
MBNL1	3	152243828	152465780	221953
TAB2-AS1	6	149243299	149257551	14253
PFN3	5	177400109	177400661	553
	6	149246095	149255415	9321
RN7SL234P	6	149291352	149291646	295
FABP12P1	6	149304107	149304428	322
SUMO4	6	149400262	149401278	1017
ZC3H12D	6	149446795	149485014	38220
ECSIT	19	11505929	11529172	23244
GRK6	5	177403204	177442901	39698
RBFOX3	17	79089345	79611051	521707
	6	149491567	149492289	723
	6	149497715	149498326	612
RNU7-3P	6	149516956	149517017	62
TAB2	6	149218641	149411613	192973
	2	96912549	96917272	4724
Metazoa_SRP	2	96938923	96939203	281
	2	237728569	237731131	2563
OR4E1	14	21667886	21673818	5933
RAMP1	2	237858893	237912106	53214
USP6NL-AS1	10	11611305	11612227	923
ECHDC1	6	127288712	127343609	54898
ADSS1	14	104724174	104747325	23152
	10	11679675	11680514	840
	10	11898004	11898550	547
ECHDC3	10	11742366	11764070	21705
SNORD39	2	237869904	237869982	79
MOGAT1	2	222671658	222709930	38273
RRAS2P2	2	222677677	222678289	613
	2	222698623	222699484	862
RPL31P17	2	222726457	222726834	378
ATG12P2	2	222904640	222905055	416
PROSER2	10	11823339	11872277	48939
ACSL3-AS1	2	222917387	222919363	1977
NSMCE1	16	27224994	27268772	43779
	2	222945930	222946388	459
PROSER2-AS1	10	11849608	11894700	45093
	17	79132722	79136402	3681
	17	79598032	79603921	5890
MIR4739	17	79707176	79707249	74
LINC02078	17	79707266	79712317	5052
UPF2	10	11920022	12043170	123149
ENPP7	17	79730943	79742219	11277
ACSL3	2	222860942	222944639	83698
TROAP	12	49323236	49331731	8496
CBX2	17	79778148	79787983	9836
EXOSC5	19	41386371	41397362	10992
IFT46	11	118544528	118572970	28443
	14	64880558	64881718	1161
MYH10	17	8474207	8631376	157170
MDGA2	14	46840092	47675605	835514
NSMCE1-DT	16	27268205	27290492	22288
MCEMP1	19	7677088	7679829	2742
	16	27313387	27314101	715
IL4R	16	27313668	27364778	51111
SMIM1	1	3772749	3775982	3234
EVI5L	19	7830218	7864976	34759
	14	46960423	46960546	124
RPA2P1	14	46996454	46997174	721
RPL13AP2	14	47200575	47201104	530
RNF19B	1	32936445	32964809	28365
RPS15AP3	14	47444106	47444494	389
MIR548Y	14	47760995	47761104	110
LINC00648	14	47764954	47795302	30349
PRR7	5	177446445	177456286	9842
RNU6-1095P	10	11923181	11923288	108
DHTKD1	10	12068954	12123221	54268
	14	47801926	47802201	276
OR11H2	14	19712936	19713883	948
	14	20204606	20210498	5893
CCNB1IP1	14	20311368	20333312	21945
	5	177476631	177479656	3026
DDX41	5	177511577	177516961	5385
RNU6-88P	10	12116280	12116379	100
ELAVL1	19	7958573	8005659	47087
GMEB1	1	28668778	28719353	50576
SEC61A2	10	12129637	12169961	40325
ZNF786	7	149069641	149090782	21142
	8	134598071	134598149	79
ZFAT-AS1	8	134598071	134600689	2619
	8	134598318	134598518	201
	8	134600257	134600336	80
	8	134673131	134673512	382
	8	134715820	134832014	116195
UNC13A	19	17601336	17688365	87030
	8	134722947	134723949	1003
ZNF425	7	149102784	149126324	23541
	8	134764809	134767276	2468
	8	134783694	134785879	2186
MIR30B	8	134800520	134800607	88
MIR30D	8	134804876	134804945	70
NCRNA00250	8	134838069	134842637	4569
	8	134832747	134834482	1736
	8	134849935	134881899	31965
RPL23AP56	8	134978827	134979279	453
LINC01591	8	135234131	135299719	65589
RN7SL521P	7	149125690	149125986	297
	8	8086022	8086762	741
PDIA4	7	149003062	149028662	25601
ENPP7P1	8	8154308	8216916	62609
C1QL4	12	49332409	49337188	4780
FAM86B3P	8	8228595	8244865	16271
GUCA1ANB-GUCA1A	6	42155406	42180056	24651
CC2D1B	1	52345723	52366205	20483
DNAJC22	12	49346888	49357546	10659
GUCA1A	6	42173364	42181338	7975
IL21R	16	27402174	27452042	49869
ELOVL2	6	10980759	11044305	63547
RPL5P30	11	118560690	118561580	891
RNU6-1157P	11	118593988	118594093	106
	11	118636620	118638097	1478
MIR6716	11	118644000	118644079	80
SLC22A24	11	63079940	63144221	64282
	6	11015586	11015888	303
	12	49389516	49390162	647
ELOVL2-AS1	6	11043482	11079154	35673
	12	49442424	49442652	229
MIR6762	12	113291523	113291608	86
PLBD2	12	113358566	113391629	33064
SMIM13	6	11093834	11138733	44900
RETNLB	3	108743424	108757410	13987
CD3E	11	118304730	118316175	11446
	6	11154929	11155150	222
SCGN	6	25652201	25701783	49583
	8	8234341	8244667	10327
	7	100478099	100478170	72
	7	128533652	128615970	82319
SLC22A14	3	38282294	38318575	36282
	7	128531707	128663479	131773
	7	137164043	137164612	570
PTN	7	137227341	137343774	116434
	8	8618473	8655986	37514
PRR23D3P	8	7793716	7795870	2155
FAM66E	8	7955014	8008755	53742
	6	25652210	25738044	85835
SDS	12	113392445	113426301	33857
H2AC1	6	25723397	25726562	3166
H2BC1	6	25726777	25727345	569
H2BC2P	6	25731782	25732162	381
PIK3CG	7	106865278	106908980	43703
GSDMC	8	129748196	129786624	38429
	6	39039603	39039985	383
GLP1R	6	39048781	39091303	42523
KRT18P26	2	74306728	74308008	1281
PHF21A	11	45929319	46121454	192136
NPIPB3	16	21402237	21448567	46331
POU5F1B	8	127322183	127420066	97884
LOXL3	2	74532258	74555690	23433
TRMT9B	8	12945642	13031503	85862
ZPLD1	3	102099244	102479841	380598
	19	17613722	17614430	709
SDSL	12	113422380	113438276	15897
SAYSD1	6	39104063	39115193	11131
	19	17622447	17623338	892
MAP1S	19	17719242	17734513	15272
ANKRD18EP	6	39110321	39112952	2632
KCNK5	6	39188971	39229475	40505
PRMT5-DT	14	22929607	22956436	26830
TIGD6	5	149993118	150000654	7537
MIR548AK	10	12130760	12130816	57
MLN	6	33794673	33804003	9331
DAB1	1	56994778	58546734	1551957
NUDT5	10	12165330	12195891	30562
AJUBA	14	22971177	22982551	11375
MIR3680-1	16	21506049	21506135	87
	16	21511635	21515131	3497
SLC7A5P2	16	21519830	21520365	536
	16	21526824	21531141	4318
	16	21532945	21550373	17429
HMGXB3	5	150000046	150053142	53097
	16	21538487	21538794	308
	16	21587627	21587864	238
	16	21626742	21627569	828
MCRIP2	16	636817	648474	11658
	8	12958387	12962200	3814
RNU6-842P	8	13044350	13044456	107
DLC1	8	13083361	13604610	521250
Y_RNA	7	6004283	6004385	103
AIMP2	7	6009255	6023834	14580
MKRN2OS	3	12514934	12561059	46126
	6	33800142	33802960	2819
LINC01016	6	33867506	33896916	29411
TADA3	3	9779967	9793011	13045
	5	150014785	150015154	370
RPS20P4	5	150021567	150021921	355
LHX5	12	113462033	113472280	10248
CSF1R	5	150053291	150113372	60082
	6	33883170	33883411	242
	6	33891327	33927631	36305
	14	31334312	31457441	123130
	16	648473	649200	728
WDR90	16	649311	667833	18523
LRRC8B	1	89524829	89597861	73033
SNORA80D	7	6016877	6017011	135
HEATR5A-DT	14	31420286	31452883	32598
ANKRD61	7	6031376	6036552	5177
MIR7159	6	33899135	33899200	66
MIR1275	6	33999972	34000051	80
	6	29485157	29494160	9004
LINC02829	6	29497475	29510558	13084
DTD2	14	31446036	31457506	11471
LINC01015	6	29528721	29533665	4945
SLC8B1	12	113298759	113359493	60735
BTBD8	1	92080305	92184725	104421
	14	31462795	31463371	577
CFTR	7	117287120	117715971	428852
GPR33	14	31482875	31488039	5165
RPL17P23	6	127435636	127436189	554
KIAA0408	6	127438406	127459389	20984
	14	31553358	31558498	5141
NUBPL-DT	14	31558507	31561334	2828
RNU6-602P	14	31662039	31662143	105
RNU6-455P	14	31686692	31686798	107
CDC123	10	12195965	12250589	54625
GNPNAT1	14	52775193	52791668	16476
	6	127438406	127519001	80596
GADL1	3	30726197	30894661	168465
	14	52775237	52777740	2504
	14	52791756	52930185	138430
	14	52792875	52820034	27160
	14	52798904	52799061	158
FRG2C	3	75664328	75667220	2893
C6orf58	6	127519455	127591820	72366
FERMT2	14	52857268	52952435	95168
ZC3H11A	1	203795623	203854999	59377
GRM4	6	34018643	34155622	136980
	19	17727840	17734513	6674
B3GNT3	19	17794828	17813576	18749
ITPR1	3	4493345	4847506	354162
INSL3	19	17816512	17821574	5063
RPL7P1	5	150094302	150095048	747
Y_RNA	5	150098406	150098506	101
PDGFRB	5	150113839	150155872	42034
GDF15	19	18374731	18389176	14446
	10	12244751	12247845	3095
RN7SL198P	10	12328132	12328389	258
	10	12350336	12350695	360
	10	12415928	12416000	73
RNU6-1075P	10	16207821	16207927	107
LINC02654	10	16276871	16295858	18988
TOR1BP1	2	74618856	74620979	2124
TVP23BP2	2	74628328	74628942	615
	19	18441419	18443597	2179
ELL	19	18442663	18522116	79454
SMTNL1	11	57537595	57550272	12678
PTER	10	16436943	16513745	76803
MMP26	11	4704784	4992431	287648
RAB5B	12	55973913	55996683	22771
RNU2-18P	10	16476003	16476164	162
C1QL3	10	16513734	16521879	8146
	10	16521714	16539737	18024
OR51S1	11	4848237	4849208	972
RSU1	10	16590611	16817463	226853
TMA16P1	11	58796237	58796854	618
GLYATL2	11	58834065	58904215	70151
DCTN1	2	74361154	74392087	30934
	19	18448275	18448802	528
	19	18448275	18448805	531
	11	58917015	58928689	11675
MIR612	11	65444458	65444557	100
KCNN1	19	17951293	18000085	48793
	11	65445541	65445598	58
LINC02736	11	65487241	65488714	1474
	8	13147389	13207125	59737
	11	65502914	65503008	95
Y_RNA	8	13160178	13160279	102
	11	65506117	65506173	57
	8	13338574	13342754	4181
SNRPGP19	11	65514403	65514923	521
RN7SL7P	7	92971002	92971299	298
MTND4P7	8	13353401	13353530	130
	11	65561484	65561607	124
